features,target
yup giving problem mayb ill jus leave,0
suck got planned yo valentine yo valentine arent,0
ugh got outta class,0
goodmorning sleeping ga,0
old orchard near univ,0
aah bless hows arm,0
hey tell blake address carlos wanted meet got lost he answering phone,0
im done studyn library,0
k want u come,0
texted finished long time ago showered erything,0
shop till u drop either numberk numberk poundnumber cash poundnumber travel voucher call number ntt po box crnumberbt fixedline cost numberppm mobile vary,1
kkthis month kotees birthday know,0
want new nokia numberi colour phone delivered tomorrow number free minute mobile number free text free camcorder reply call number,1
hope thing went well doctor emoji reminds still need numbergodid u c little thing left lounge,0
seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke,0
yes please leave ltgt ltgt leave,0
dear voucher holder claim week offer pc please go tscs apply,1
first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention growrandom,0
grnumber see message r u leaving congrats dear school wat r ur plan,0
came look flat seems ok number away alot wiv work got woman coming numbernumber,0
pls wont belive godnot jesus,0
oh icic k lor den meet day,0
go fool dont cheat others ok,0
ill sch fr numbernumber dun haf da book sch home,0
sorry cant text amp drive coherently see twenty,0
hi peteynoim ok wanted number chat coz avent spoken number u number long timehope ur doin alritehave good nit j love ya amx,0
ok lor reaching message,0
ok lor anyway thk cant get ticket co like quite late already u wan number go look number ur frens darren wif,0
reach ur home ltgt minute,0
number freeringtonereply real,1
dont knw pa drink milk,0
started dont stop pray good idea anything see help guy ill forward link,0
r u continent,0
possession especially first offense,0
msg mobile content order resent previous attempt failed due network error query emailaddr,1
ya even cooky jelly,0
call plz number show coveragd area urgnt call vasai amp reach numbero clock call plz,0
enjoy shower possessiveness poured u ur loved one bcoz world lie golden gift loved truly,0
keep ten r shelfemoji buy two egg,0
nothing much chillin home super bowl plan,0
aww must nearly deadwell jez iscoming todo workand whilltake forever,0
two fundamental cool life walk like king walk like dont carewhoever king gud nyt,0
argh numberg spotty anyway thing remember research province sterling problemfree place looked,0
yep dereks house see sunday ltnumber,0
thought praps meant another one goodo ill look tomorrow,0
get step number outta way congrats,0
pls send company name saibaba colany,0
customer place wil cal u sir,0
best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good nightemoji,0
u sick still go shopping,0
okay soon best,0
wan early lei outside wun b home early neva mind,0
idk keep saying youre since moved keep butting head freedom v responsibility im tired much shit deal im barely keeping together get added,0
r outside already,0
oh great ill disturb talk,0
hanging brother family,0
dun believe u thk u told,0
never nothing,0
dont let studying stress lnumberr,0
good hear,0
k go sleep well take restemoji,0
ill probably tomorrow even later tonight somethings going,0
call get chance plz ltnumber,0
waiting call,0
ok happen behave like,0
yoyyooo u know change permission drive mac usb flash drive,0
hows feel mr real valentine yo valentine even tho u hardly play,0
please give u connection today ltemojiecimalgt refund bill,0
got smaller capacity one quite ex,0
great princess thinking emoji,0
thought bout drink tap spile seven pub gas st broad st canal ok,0
number latest g still scrounge ammo want give new ak try,0
u drive lor,0
aint answerin phone actually pretty reasonable hour im sleepy,0
thanx number sending home,0
number free text msg text ok number well credit account,1
ive sent send,0
twenty past five said train durham already coz reserved seat,0
numberp number alfie moon child need song ur mob tell ur mnumbers txt tone charity number nokias poly charity polys zed number profit number charity,1
hi juan im coming home fri hey course eemojiect welcome party lot present ill phone u get back load love nicky x x x x x x x x x,0
number number work timing,0
check maili mailed varma kept copy regarding membershiptake careinsha allah,0
gas station like block away house youll drive right since armenia end swann take howard,0
help u swoop picking u wherever ur bird r meeting u want,0
hello darlin ive finished college txt u finish u love kate xxx,0
hey around ive got enough half ten owe,0
best line said love wait till day forget u day u realize u forget gn,0
love want flood pretty pussy cum,0
er hello thing didnt quite go plan limping slowly home followed aa exhaust hanging,0
pls help tell ashley cant find number oh,0
always putting business put picture as facebook one open people ive ever met would think picture room would hurt make feel violated,0
bishan lar nearer need buy early co buy got ta park car,0
nicenicehow working,0
lara said loan ltgt,0
urgent urgent number free flight europe give away call bnumber numberth sept take friend number free call claim number banumbernnfwflynumberppm,1
ok lar double check wif da hair dresser already said wun cut v short said cut look nice,0
lol would despite cramp like girl,0
get home,0
fighting world easy u either win lose bt fightng somenumber close u dificult u lose u lose u win u still lose,0
took mr owl number lick,0
gud gudk chikku tke care sleep well gud nyt,0
natalja numberf inviting friend reply yesnumber nonumber see stop send stop frnd number,1
lateemojibut kwish,0
message important information onumber user today lucky day number find log onto fantastic surprise awaiting,1
probably money worry thing coming due several outstanding invoice work two three month ago,0
u hiding stranger,0
know someone know fancy call number find pobox number lsnumberhb numberp,1
nothing ok anyway give treat,0
motivate behind every darkness shining light waiting find behind every best friend always trust love bslvyl,0
worse us half way stop better complete,0
got like dollar ltgt get later though get whatever feel like,0
cant make tonight,0
still tonight,0
one slice one breadstick lol,0
oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch,0
im love im excited day spend make happy,0
lol need cash nitros hurry come crash,0
u,0
think thanks see tomo,0
family responding anything room went home diwali one called coming make feel like died,0
great attracts brothas,0
number day euronumber kickoff u kept informed latest news result daily unsubscribe send get euro stop number,1
make lasagna vodka,0
ard number like dat lor juz meet mrt station dun haf come,0
freemsgfeelin kinda lnly hope u like number keep company jst got cam moby wan na c pictxt reply date number msgnumberp numberrcv hlp number stop number,1
im gon na miss u much,0
babe love cover face kiss,0
thanks subscription ringtone uk mobile charged poundnumbermonth please confirm replying yes reply charged,1
best watch say cause get drunk motherfucker,0
generally isnt one uncountable noun u dictionary piece research,0
playng number door game gt racing phone lol,0
think chennai well settled,0
ive got ten buck jay noncomittal,0
working ringing u thing whole houseful screaming brat pulling hair loving u,0
ok omw castor,0
sorry im getting feel really bad totally rejected kinda thing,0
u dont remember old commercial,0
ok later showing around numbernumbernumber want cld drink wld prefer spend money nosh dont mind nxt wk,0
way,0
number day kick euronumber u kept date latest news result daily removed send get txt stop number,1
yup studying surfing lor im e lazy mode today,0
